amount,transaction_type,location,time,device_id,label
2133.21,POS,Seattle,1,1097,0
1736.22,Cheque,Dallas,19,1023,0
1861.48,Online,Dallas,8,1073,0
4938.37,POS,San Francisco,18,1029,0
210.14,Cheque,New York,5,1066,0
4336.49,Cheque,San Francisco,1,1050,0
2897.59,Online,Miami,14,1059,0
2198.69,Cheque,Houston,16,1002,0
3629.04,Online,San Francisco,15,1004,1
2438.48,Online,San Francisco,20,1027,0
4368.38,Transfer,San Francisco,7,1077,1
4504.5,POS,Los Angeles,9,1010,0
2114.39,ATM,Seattle,9,1071,0
1391.37,Online,Houston,17,1071,0
2965.83,POS,Dallas,9,1075,0
4562.69,Cheque,Atlanta,8,1014,0
1061.2,BillPay,Los Angeles,23,1082,0
3118.6,Online,Miami,18,1047,1
3161.49,Cheque,Houston,0,1045,0
3668.23,Cheque,Dallas,3,1027,0
666.52,Cheque,Houston,23,1006,0
3581.97,Cheque,Boston,2,1070,0
4546.07,Cheque,Boston,9,1093,0
906.62,Online,San Francisco,11,1081,0
1195.34,ATM,San Francisco,17,1087,0
4857.26,Transfer,Boston,22,1005,1
913.07,Cheque,Atlanta,19,1057,0
4273.38,Cheque,Dallas,5,1067,0
2466.47,Transfer,Miami,20,1054,0
1243.68,Online,New York,1,1066,0
4355.04,POS,New York,9,1048,0
2232.07,BillPay,Los Angeles,1,1050,0
2578.94,BillPay,Atlanta,8,1058,0
1802.57,POS,Atlanta,9,1005,0
2968.82,Online,Miami,1,1089,0
825.98,BillPay,Houston,7,1050,0
1961.5,Transfer,New York,23,1037,1
4847.37,POS,Houston,16,1010,0
1298.09,ATM,Houston,16,1051,0
3287.12,Online,Atlanta,3,1092,1
1632.7,POS,Houston,17,1019,0
3869.63,BillPay,New York,11,1009,0
663.06,Online,Dallas,16,1025,0
4849.41,Transfer,Chicago,8,1047,1
2274.41,Online,Houston,18,1090,0
1187.89,Online,Miami,13,1013,0
376.75,Transfer,Seattle,13,1099,0
857.09,Cheque,San Francisco,16,1058,0
2603.67,Transfer,Miami,1,1011,0
1691.65,Online,Boston,7,1022,0
4146.13,Transfer,New York,4,1084,1
2160.13,Cheque,Seattle,6,1071,0
1251.08,POS,San Francisco,21,1038,0
3089.55,Transfer,Miami,15,1008,1
3536.82,Transfer,Seattle,15,1087,1
843.54,Online,Chicago,16,1094,0
846.42,POS,New York,21,1024,0
192.99,ATM,Dallas,6,1016,0
3684.65,ATM,Los Angeles,19,1041,0
3322.38,BillPay,Atlanta,7,1028,0
2378.41,Transfer,Chicago,7,1059,0
4222.41,Transfer,Boston,22,1066,1
4030.29,POS,Atlanta,10,1084,0
2930.92,Cheque,Dallas,14,1056,0
4342.67,ATM,Chicago,17,1071,0
1037.15,BillPay,San Francisco,5,1013,0
568.48,POS,Seattle,21,1038,0
1356.05,Transfer,New York,11,1015,0
294.86,ATM,Seattle,14,1017,0
2660.54,BillPay,Houston,22,1094,0
4683.66,Online,Miami,5,1074,1
206.32,ATM,Boston,17,1019,0
619.33,BillPay,Houston,23,1045,0
2266.47,POS,Houston,19,1044,0
4670.04,Online,Boston,8,1003,1
1587.62,BillPay,Miami,7,1083,0
2541.1,BillPay,San Francisco,13,1094,0
217.45,Transfer,Miami,18,1019,0
750.23,Cheque,New York,18,1010,0
4933.28,ATM,Seattle,7,1064,0
4825.94,Transfer,San Francisco,1,1017,1
34.65,Online,Los Angeles,3,1038,0
4759.54,Cheque,Seattle,5,1043,0
3199.21,BillPay,San Francisco,2,1096,0
4340.91,Transfer,Miami,2,1099,1
2279.15,Cheque,Boston,18,1017,0
2582.82,ATM,Miami,10,1046,0
2449.34,Online,Los Angeles,9,1030,0
3337.65,POS,San Francisco,11,1098,0
706.86,Transfer,New York,13,1038,0
159.57,Online,Miami,17,1037,0
1546.57,POS,San Francisco,23,1078,0
3526.36,Transfer,Seattle,8,1046,1
1017.25,Online,Los Angeles,14,1069,0
3370.43,Online,New York,23,1007,1
4849.86,Cheque,San Francisco,2,1085,0
478.56,Transfer,Chicago,22,1064,0
3366.28,Online,Miami,10,1012,1
2224.31,BillPay,Los Angeles,9,1054,0
4342.03,Transfer,New York,17,1087,1
893.98,Online,New York,3,1084,0
3466.2,Cheque,Houston,12,1042,0
4192.2,POS,Atlanta,5,1003,0
4723.62,POS,Los Angeles,20,1070,0
3419.41,BillPay,New York,12,1059,0
2490.9,Transfer,San Francisco,19,1011,0
3093.06,Cheque,Houston,4,1058,0
4345.84,Online,Atlanta,19,1076,1
2857.34,Online,Seattle,13,1053,0
161.63,POS,San Francisco,12,1043,0
4655.43,Cheque,Miami,13,1015,0
3450.74,BillPay,Atlanta,7,1005,0
3385.8,POS,Los Angeles,15,1013,0
1086.22,POS,Miami,12,1057,0
3297.84,BillPay,Dallas,23,1030,1
1975.38,Transfer,Dallas,14,1099,0
3259.65,Online,Los Angeles,18,1040,1
541.9,Transfer,Seattle,0,1034,0
3292.65,Cheque,Atlanta,21,1009,0
4997.07,ATM,Houston,1,1080,0
250.58,ATM,Chicago,17,1029,0
4886.1,ATM,New York,18,1043,0
2040.47,BillPay,Chicago,7,1054,0
4355.06,POS,Dallas,2,1070,0
3914.1,Transfer,Dallas,22,1017,1
2839.41,Online,Seattle,13,1082,0
3694.86,ATM,Chicago,8,1078,0
4393.79,Transfer,Chicago,7,1085,1
2026.66,ATM,Houston,16,1038,0
1641.9,ATM,Seattle,22,1041,0
3341.29,Online,Seattle,22,1053,1
4041.15,Cheque,Los Angeles,23,1029,1
3813.8,Cheque,Miami,15,1019,0
3991.09,Cheque,Seattle,9,1095,0
2183.56,BillPay,Seattle,20,1041,0
4090.99,POS,San Francisco,9,1088,0
609.84,BillPay,Atlanta,23,1086,0
2727.0,Transfer,Atlanta,5,1004,0
38.74,BillPay,Boston,21,1049,0
1629.68,Transfer,Chicago,16,1040,0
1838.64,Transfer,New York,15,1093,0
1986.9,POS,Chicago,14,1038,0
3480.38,Online,Los Angeles,21,1056,1
1948.9,POS,Los Angeles,13,1090,0
2248.98,Cheque,Los Angeles,3,1056,0
1195.35,Cheque,Miami,3,1036,0
1872.53,BillPay,New York,1,1006,0
1144.08,Transfer,Atlanta,10,1004,0
375.25,ATM,Houston,3,1078,0
3021.21,ATM,Atlanta,20,1050,0
3344.38,Transfer,Miami,20,1007,1
3101.26,POS,Los Angeles,15,1055,0
2322.84,Online,Miami,20,1072,0
1905.13,POS,Atlanta,3,1010,0
4318.03,Transfer,Houston,0,1021,1
2600.22,Transfer,Boston,23,1097,1
2401.12,Online,New York,18,1098,0
137.95,BillPay,Miami,1,1076,0
1712.83,BillPay,Atlanta,8,1010,0
1907.18,Online,New York,22,1059,0
2000.13,BillPay,Atlanta,12,1095,0
2905.06,ATM,Atlanta,17,1014,0
2672.68,BillPay,Houston,15,1037,0
3043.45,BillPay,Boston,15,1000,0
3826.77,BillPay,New York,9,1045,0
4066.8,ATM,Los Angeles,8,1087,0
3593.43,BillPay,New York,10,1042,0
4778.06,Cheque,Seattle,3,1021,0
100.98,ATM,Los Angeles,9,1002,0
986.93,Online,New York,2,1013,0
47.74,POS,San Francisco,5,1001,0
3240.9,Online,San Francisco,2,1060,1
4491.17,POS,Atlanta,8,1031,0
1224.98,Online,Los Angeles,2,1037,0
4635.9,Cheque,New York,17,1096,0
310.73,POS,Atlanta,7,1045,0
4672.84,POS,Chicago,21,1041,0
1764.6,Transfer,Atlanta,7,1005,0
516.09,POS,Miami,14,1040,0
2434.5,POS,San Francisco,12,1024,0
1291.32,Transfer,Chicago,6,1097,0
1431.52,BillPay,Dallas,18,1010,0
1543.38,BillPay,Miami,7,1040,0
4017.1,Transfer,Los Angeles,9,1070,1
2700.41,ATM,Atlanta,16,1056,0
1563.43,POS,San Francisco,0,1045,0
3055.57,POS,Boston,12,1085,0
3583.59,Transfer,San Francisco,12,1047,1
1370.39,Transfer,Houston,23,1062,1
2073.61,ATM,San Francisco,15,1038,0
618.21,Cheque,Boston,8,1009,0
913.94,BillPay,Boston,9,1084,0
3408.78,Online,Atlanta,5,1069,1
915.38,Cheque,Los Angeles,4,1064,0
2630.57,BillPay,Boston,1,1097,0
3548.14,POS,San Francisco,10,1058,0
543.32,Cheque,Los Angeles,8,1077,0
2840.89,Transfer,New York,5,1035,0
1290.25,ATM,San Francisco,7,1026,0
4815.01,BillPay,Seattle,8,1072,0
2422.89,ATM,Atlanta,8,1054,0
4031.9,BillPay,Miami,7,1069,0
2755.63,Cheque,Atlanta,11,1094,0
226.63,POS,Boston,7,1080,0
3169.43,Online,Dallas,2,1052,1
4757.5,ATM,Houston,12,1059,0
3012.04,ATM,Seattle,18,1060,0
4097.75,Online,Boston,1,1035,1
4422.19,ATM,San Francisco,16,1084,0
1148.12,ATM,Los Angeles,15,1026,0
1068.1,BillPay,Seattle,3,1040,0
3058.8,BillPay,Dallas,17,1027,0
2061.03,Online,Miami,13,1015,0
4200.91,POS,Los Angeles,1,1034,0
4501.12,Cheque,Houston,12,1035,0
1773.57,Cheque,Chicago,20,1055,0
1191.98,ATM,Houston,19,1098,0
3904.82,POS,Atlanta,16,1018,0
1381.28,Online,Seattle,14,1056,0
4114.85,Online,Atlanta,19,1084,1
2124.45,BillPay,Boston,4,1032,0
3341.07,ATM,New York,6,1022,0
486.72,Transfer,Boston,17,1062,0
3123.06,Online,Miami,23,1069,1
2264.32,ATM,Seattle,10,1095,0
2937.18,POS,New York,17,1021,0
848.39,BillPay,Los Angeles,4,1066,0
3687.0,Cheque,New York,12,1098,0
4315.36,POS,Miami,17,1079,0
1091.53,Online,San Francisco,1,1058,0
487.62,Online,Atlanta,19,1024,0
127.96,POS,Dallas,3,1016,0
3213.44,Online,Boston,12,1038,1
3039.4,ATM,Seattle,23,1076,1
2738.02,Online,Miami,15,1091,0
1167.42,BillPay,Chicago,5,1074,0
1960.62,ATM,Dallas,7,1073,0
2976.44,Transfer,Miami,15,1038,0
2488.87,Online,Chicago,12,1023,0
4939.05,Online,Chicago,22,1037,1
690.83,BillPay,Chicago,3,1087,0
3478.77,BillPay,San Francisco,1,1096,0
2027.55,Cheque,New York,8,1080,0
2146.72,POS,Houston,17,1056,0
3590.81,POS,Boston,16,1043,0
3465.26,POS,Chicago,7,1035,0
4956.37,BillPay,Miami,14,1098,0
650.69,POS,Los Angeles,8,1069,0
529.51,POS,Los Angeles,16,1079,0
3624.45,Transfer,Seattle,22,1044,1
2896.15,POS,Atlanta,1,1091,0
1378.06,Online,Chicago,5,1095,0
406.3,Cheque,Miami,4,1025,0
437.43,BillPay,Chicago,16,1010,0
4472.01,ATM,San Francisco,1,1051,0
967.42,Cheque,Atlanta,17,1024,0
1623.62,Transfer,Chicago,9,1030,0
1141.02,BillPay,Boston,9,1084,0
1781.43,BillPay,Los Angeles,5,1044,0
356.42,Online,Chicago,11,1066,0
2600.11,Cheque,Boston,16,1075,0
347.39,Cheque,Boston,12,1039,0
4003.78,POS,New York,19,1045,0
1176.22,Online,Boston,15,1053,0
2704.66,POS,Atlanta,9,1040,0
4401.59,POS,Los Angeles,20,1088,0
3257.88,BillPay,Seattle,1,1080,0
2669.46,Cheque,San Francisco,1,1037,0
1628.43,POS,Los Angeles,22,1099,0
1671.68,Transfer,Miami,6,1035,0
3350.74,Transfer,Seattle,5,1082,1
4970.76,Cheque,Boston,0,1043,0
3312.58,Transfer,Chicago,11,1056,1
2793.34,BillPay,New York,12,1065,0
3655.95,Online,Seattle,11,1080,1
2331.38,ATM,Miami,18,1029,0
310.11,POS,Miami,8,1009,0
2815.86,ATM,Seattle,9,1098,0
4788.55,Online,New York,16,1060,1
884.76,Online,Boston,17,1062,0
3453.12,BillPay,Atlanta,7,1035,0
1012.66,Transfer,Miami,6,1053,0
2683.78,Transfer,Boston,8,1096,0
492.42,Online,Atlanta,9,1064,0
2257.35,BillPay,Atlanta,11,1081,0
3783.26,BillPay,Miami,14,1003,0
1744.38,Cheque,Seattle,14,1054,0
3327.91,POS,Atlanta,3,1053,0
3979.3,Transfer,Chicago,3,1090,1
4636.62,Online,Los Angeles,22,1088,1
1180.86,Cheque,San Francisco,0,1063,0
2002.59,ATM,Miami,11,1091,0
770.56,Transfer,Dallas,1,1021,0
4962.49,POS,Atlanta,14,1024,0
4635.73,BillPay,Houston,16,1080,0
2704.39,Online,Chicago,6,1058,0
4211.75,Transfer,Dallas,5,1056,1
2609.58,ATM,Boston,11,1053,0
3121.69,POS,San Francisco,18,1043,0
454.73,POS,New York,0,1051,0
3778.8,Cheque,Atlanta,20,1075,0
647.29,Transfer,New York,13,1015,0
4132.08,ATM,San Francisco,3,1015,0
3912.32,POS,Chicago,4,1080,0
3546.64,Online,Chicago,0,1054,1
190.44,POS,San Francisco,0,1060,0
1522.61,ATM,Chicago,20,1094,0
1322.93,BillPay,Atlanta,5,1078,0
1807.08,BillPay,San Francisco,4,1076,0
447.34,Cheque,Miami,1,1039,0
4685.42,Transfer,Houston,20,1090,1
2773.47,ATM,Boston,4,1020,0
1534.57,Cheque,Los Angeles,8,1065,0
1990.94,POS,Seattle,18,1007,0
2241.54,POS,Houston,20,1070,0
3006.97,BillPay,Los Angeles,14,1009,0
2583.24,Cheque,Seattle,12,1056,0
4597.77,BillPay,New York,11,1003,0
2489.85,Online,Houston,4,1042,0
4960.87,BillPay,Dallas,1,1099,0
4258.61,Online,Houston,3,1098,1
1050.47,POS,Chicago,17,1062,0
4653.67,Cheque,Atlanta,20,1042,0
590.67,Online,Atlanta,9,1066,0
4089.07,Cheque,Los Angeles,12,1081,0
1909.31,Cheque,Chicago,11,1050,0
4391.09,Online,New York,1,1055,1
4341.6,Transfer,Atlanta,14,1042,1
4031.57,BillPay,Boston,13,1023,0
3952.25,Online,New York,9,1095,1
1530.35,POS,Chicago,21,1033,0
413.79,Cheque,Chicago,7,1058,0
2020.87,ATM,Los Angeles,14,1001,0
875.89,Online,Miami,12,1001,0
3477.81,BillPay,Atlanta,7,1009,0
1737.04,Cheque,Chicago,20,1022,0
4878.29,Transfer,Chicago,20,1014,1
3208.45,POS,Boston,21,1075,0
4114.18,Transfer,Houston,13,1016,1
671.3,ATM,Houston,0,1081,0
4311.45,Online,Chicago,12,1013,1
4614.56,Cheque,New York,7,1080,0
2440.44,Online,Boston,17,1078,0
3035.2,BillPay,New York,21,1075,0
3826.4,Online,Seattle,8,1015,1
882.44,POS,Miami,12,1031,0
2517.8,ATM,Houston,2,1022,0
1999.33,Transfer,Houston,17,1033,0
740.41,ATM,Boston,9,1097,0
1844.0,Cheque,San Francisco,4,1015,0
350.18,Online,New York,5,1033,0
138.8,Cheque,Atlanta,7,1070,0
684.48,Transfer,Boston,23,1032,1
4815.94,Cheque,Los Angeles,6,1067,0
2752.15,BillPay,San Francisco,20,1042,0
4829.45,ATM,Dallas,17,1063,0
2168.16,Transfer,New York,13,1070,0
1565.96,Transfer,San Francisco,14,1017,0
2535.65,Transfer,Boston,9,1067,0
2203.16,POS,Atlanta,20,1060,0
537.27,ATM,Los Angeles,11,1074,0
3207.72,Cheque,Miami,6,1019,0
1088.03,Transfer,San Francisco,6,1010,0
3101.74,ATM,Miami,10,1078,0
3254.5,Transfer,Chicago,12,1045,1
768.6,BillPay,Houston,14,1063,0
316.13,BillPay,Seattle,17,1080,0
3906.0,BillPay,Houston,6,1097,0
2304.4,Online,Dallas,5,1075,0
300.24,Transfer,Atlanta,22,1027,0
4974.38,Online,Los Angeles,10,1047,1
298.32,ATM,Miami,7,1034,0
3478.23,Online,Boston,19,1007,1
4918.56,ATM,Miami,0,1090,0
1203.51,ATM,Atlanta,7,1021,0
719.82,ATM,Boston,7,1023,0
615.71,Cheque,Boston,18,1065,0
1523.34,Online,Dallas,2,1094,0
514.22,Cheque,Atlanta,4,1085,0
3463.89,Transfer,San Francisco,2,1063,1
320.84,Online,Houston,14,1064,0
2552.02,Transfer,Chicago,13,1013,0
4983.52,Transfer,Miami,20,1024,1
4071.71,ATM,San Francisco,14,1099,0
3079.94,Online,Chicago,23,1099,1
1538.21,Transfer,Los Angeles,16,1002,0
3123.24,BillPay,Seattle,17,1004,0
2639.94,Transfer,Miami,1,1064,0
2136.16,BillPay,Dallas,11,1053,0
662.24,Online,Chicago,15,1018,0
4434.16,Cheque,Boston,3,1096,0
2254.43,Online,San Francisco,1,1053,0
981.17,Cheque,Houston,13,1093,0
1845.12,Cheque,Dallas,10,1075,0
2076.51,Online,Miami,12,1009,0
4139.41,Transfer,Atlanta,6,1097,1
3670.74,POS,San Francisco,9,1015,0
3848.83,Transfer,Dallas,23,1045,1
65.05,Transfer,Seattle,0,1028,0
2086.61,ATM,Miami,20,1014,0
2411.91,ATM,Los Angeles,3,1047,0
105.77,Transfer,Houston,17,1010,0
1306.47,BillPay,Los Angeles,5,1033,0
3803.85,Cheque,Chicago,1,1035,0
694.18,ATM,Atlanta,2,1029,0
2681.2,Transfer,Chicago,13,1098,0
1083.86,POS,Houston,7,1072,0
70.48,BillPay,San Francisco,15,1081,0
1213.6,Online,Chicago,18,1018,0
4879.61,Transfer,Atlanta,17,1067,1
4009.67,Transfer,New York,5,1069,1
4798.29,Cheque,New York,13,1032,0
2444.39,BillPay,Dallas,2,1095,0
557.58,ATM,Dallas,15,1079,0
2744.32,ATM,Miami,0,1074,0
2277.34,ATM,Dallas,11,1021,0
4223.34,Online,Seattle,13,1035,1
499.43,BillPay,Dallas,18,1022,0
2446.32,BillPay,Seattle,21,1062,0
758.74,ATM,Dallas,18,1025,0
1630.13,ATM,Los Angeles,8,1059,0
3689.41,Cheque,Boston,6,1094,0
2385.33,POS,Seattle,13,1092,0
1885.68,POS,San Francisco,4,1004,0
1978.44,Transfer,Miami,17,1053,0
2302.64,Transfer,Houston,8,1037,0
3927.23,BillPay,Seattle,20,1061,0
4461.5,BillPay,Chicago,6,1024,0
4777.12,Online,Boston,8,1097,1
3936.65,Online,Los Angeles,3,1011,1
1583.88,POS,New York,16,1021,0
3443.79,Transfer,Los Angeles,11,1008,1
2193.64,POS,Dallas,5,1083,0
1280.81,POS,Miami,17,1028,0
4205.95,Transfer,Boston,7,1043,1
201.75,Online,Chicago,20,1092,0
4509.79,Cheque,Seattle,14,1026,0
2312.77,Cheque,Los Angeles,2,1054,0
3189.64,Cheque,Boston,1,1080,0
3300.18,Transfer,Seattle,23,1004,1
4476.64,ATM,Miami,22,1051,0
3186.98,ATM,Houston,8,1012,0
3073.53,ATM,New York,7,1041,0
342.59,BillPay,Miami,3,1014,0
2596.86,Online,Dallas,1,1078,0
759.34,Online,Atlanta,13,1017,0
3689.79,BillPay,Houston,1,1049,0
2565.99,POS,Dallas,1,1001,0
3404.34,Cheque,Los Angeles,21,1086,0
217.95,ATM,Houston,6,1012,0
433.11,Cheque,Dallas,11,1067,0
3584.45,ATM,Houston,5,1046,0
369.7,Cheque,Miami,17,1088,0
365.57,POS,Boston,3,1074,0
70.42,Cheque,New York,18,1049,0
4782.94,Cheque,New York,12,1011,0
3690.17,Transfer,Dallas,19,1012,1
1772.72,Cheque,Dallas,20,1008,0
1489.71,Transfer,Houston,22,1058,0
1755.02,Online,Los Angeles,1,1044,0
3875.52,BillPay,Dallas,7,1069,0
3310.24,Cheque,Houston,18,1042,0
934.13,Online,San Francisco,8,1073,0
878.81,Transfer,New York,3,1022,0
500.99,Cheque,Dallas,15,1078,0
3304.91,Cheque,Miami,18,1044,0
3824.22,POS,Chicago,9,1022,0
1332.58,Online,Houston,5,1033,0
114.52,ATM,New York,15,1015,0
420.04,ATM,Dallas,9,1062,0
4839.62,POS,Boston,12,1050,0
1484.27,Transfer,Houston,8,1031,0
3848.42,ATM,Los Angeles,6,1037,0
3127.07,ATM,Dallas,3,1055,0
1915.88,BillPay,Houston,18,1068,0
1036.38,Online,Dallas,3,1016,0
615.72,Transfer,Atlanta,18,1085,0
3078.91,Cheque,Chicago,18,1038,0
3875.42,Online,Seattle,11,1040,1
3223.08,Transfer,Seattle,12,1047,1
2656.21,ATM,Atlanta,3,1081,0
219.34,BillPay,Houston,9,1027,0
4842.76,Online,Los Angeles,20,1076,1
3995.58,ATM,Dallas,6,1049,0
1471.18,Transfer,Houston,4,1000,0
4900.05,Online,Boston,16,1049,1
3013.39,Cheque,Los Angeles,17,1018,0
2916.29,Online,Boston,10,1097,0
3742.89,ATM,Atlanta,14,1058,0
4060.73,Online,Miami,20,1067,1
3285.83,Cheque,Seattle,21,1066,0
649.2,BillPay,Seattle,6,1040,0
1697.95,BillPay,Dallas,17,1009,0
4641.14,ATM,Chicago,5,1027,0
1130.83,Transfer,Atlanta,17,1033,0
1867.11,ATM,Houston,15,1038,0
2166.06,BillPay,Atlanta,1,1082,0
2202.63,POS,Houston,18,1055,0
3068.57,POS,Atlanta,0,1051,0
4715.95,Online,Miami,10,1099,1
1211.06,Cheque,San Francisco,19,1002,0
616.29,Online,Chicago,4,1022,0
995.38,POS,Houston,15,1016,0
4435.76,BillPay,Chicago,22,1070,0
3232.6,Online,Los Angeles,0,1025,1
1436.67,ATM,Atlanta,18,1017,0
4081.58,Cheque,Dallas,13,1045,0
4308.24,ATM,New York,2,1069,0
4234.11,Cheque,Los Angeles,1,1030,0
4595.44,BillPay,Boston,23,1092,1
1268.68,Online,Seattle,4,1008,0
3777.66,Cheque,New York,16,1034,0
2308.09,ATM,Miami,17,1080,0
4211.57,Online,Atlanta,0,1059,1
3645.17,Online,San Francisco,14,1075,1
3884.47,ATM,Miami,21,1062,0
3284.25,POS,Houston,8,1099,0
895.37,Cheque,New York,22,1051,0
2729.68,ATM,Seattle,4,1047,0
4923.5,BillPay,Dallas,12,1060,0
4687.57,Transfer,San Francisco,18,1023,1
225.44,ATM,Chicago,23,1073,0
832.43,Online,Atlanta,9,1057,0
667.33,Online,Houston,19,1063,0
3632.64,ATM,Atlanta,20,1029,0
4090.75,Transfer,Miami,13,1028,1
1075.42,ATM,New York,21,1009,0
2534.2,Transfer,Miami,20,1038,0
4205.11,Transfer,New York,11,1054,1
3666.68,BillPay,Dallas,10,1027,0
2715.76,Cheque,Seattle,22,1017,0
2955.83,Online,Chicago,6,1040,0
2546.72,Online,Dallas,16,1080,0
1494.77,Transfer,Los Angeles,17,1074,0
2829.46,Online,Seattle,6,1064,0
3447.54,POS,Dallas,23,1080,1
4367.88,Transfer,San Francisco,19,1099,1
3185.09,Online,Atlanta,5,1099,1
3808.0,POS,Miami,10,1045,0
808.76,BillPay,Seattle,11,1059,0
2313.17,Online,San Francisco,15,1008,0
56.56,POS,Miami,18,1044,0
1240.93,ATM,Los Angeles,22,1059,0
3635.04,Cheque,Boston,18,1027,0
4959.13,ATM,Seattle,10,1096,0
504.9,POS,San Francisco,15,1002,0
2013.46,Transfer,Miami,22,1050,0
4002.35,Transfer,Miami,11,1007,1
1028.14,Online,Dallas,7,1069,0
2779.87,ATM,New York,2,1058,0
3668.03,Transfer,Dallas,1,1060,1
3083.77,Transfer,San Francisco,5,1057,1
948.24,ATM,Houston,15,1069,0
1783.37,BillPay,Atlanta,19,1092,0
3921.12,Transfer,Seattle,23,1011,1
2775.59,Cheque,Dallas,14,1008,0
36.1,POS,Miami,13,1048,0
3807.34,Online,Miami,1,1082,1
186.2,Transfer,Boston,19,1016,0
3731.21,Cheque,Seattle,17,1053,0
1020.38,Cheque,Boston,13,1043,0
4790.79,Transfer,Atlanta,17,1031,1
1846.02,BillPay,Los Angeles,1,1034,0
1641.39,POS,Dallas,0,1077,0
752.95,Online,Chicago,19,1048,0
1534.97,Transfer,San Francisco,1,1053,0
4384.49,Online,San Francisco,8,1015,1
4981.71,ATM,Los Angeles,8,1084,0
1847.86,Cheque,Seattle,15,1011,0
2248.57,Cheque,Dallas,10,1087,0
3613.13,Transfer,Atlanta,22,1097,1
4432.12,Transfer,New York,5,1007,1
2969.29,ATM,Boston,11,1020,0
1963.71,BillPay,Los Angeles,2,1047,0
2068.98,Transfer,New York,11,1007,0
3481.13,Cheque,Boston,22,1027,0
26.06,Online,Los Angeles,0,1079,0
3101.75,POS,San Francisco,8,1009,0
1783.91,Online,San Francisco,19,1051,0
3973.04,BillPay,Miami,21,1014,0
474.02,POS,Boston,5,1003,0
2945.13,Online,Chicago,10,1089,0
2410.05,Online,Atlanta,2,1078,0
3215.2,ATM,Houston,3,1099,0
333.62,BillPay,Seattle,9,1095,0
2904.12,Cheque,Seattle,18,1061,0
2811.81,ATM,Boston,5,1003,0
2807.69,POS,Los Angeles,0,1040,0
3021.4,Cheque,Los Angeles,7,1072,0
3385.58,ATM,Houston,7,1098,0
4026.9,BillPay,Atlanta,5,1054,0
1356.41,Transfer,Dallas,16,1027,0
4127.0,Transfer,Atlanta,18,1046,1
2496.3,POS,Dallas,0,1008,0
394.52,Transfer,Houston,14,1001,0
302.17,ATM,Dallas,12,1066,0
1677.85,POS,Chicago,20,1047,0
3926.64,Cheque,Miami,2,1068,0
3541.33,BillPay,Atlanta,1,1073,0
3945.19,POS,Dallas,2,1027,0
2591.17,Cheque,San Francisco,8,1078,0
2206.59,POS,Chicago,15,1013,0
745.79,Online,Atlanta,23,1045,1
1647.68,Online,Dallas,12,1086,0
2175.76,POS,San Francisco,18,1012,0
452.12,Transfer,Houston,17,1015,0
1110.85,Online,Houston,20,1093,0
2995.14,BillPay,Boston,11,1039,0
3680.96,Cheque,Seattle,11,1071,0
4991.75,ATM,New York,0,1080,0
4666.24,Online,San Francisco,19,1029,1
3216.4,POS,Boston,7,1080,0
2112.03,Transfer,Chicago,16,1098,0
3184.53,ATM,Dallas,20,1064,0
3930.4,Cheque,Atlanta,19,1057,0
600.5,Cheque,Los Angeles,21,1087,0
2055.43,Online,San Francisco,6,1047,0
4200.61,Cheque,New York,8,1048,0
1925.33,Cheque,Los Angeles,16,1088,0
2863.64,Transfer,Miami,9,1001,0
2942.97,Transfer,New York,3,1088,0
930.54,Transfer,Boston,21,1013,0
1817.55,POS,New York,6,1096,0
1679.21,Cheque,Dallas,6,1016,0
140.72,Cheque,Atlanta,7,1030,0
130.72,Cheque,Chicago,23,1009,0
4160.17,BillPay,Los Angeles,23,1069,1
1372.62,Transfer,New York,7,1088,0
2595.21,ATM,Dallas,15,1036,0
1500.64,Online,Houston,11,1063,0
4703.99,ATM,New York,14,1029,0
1303.89,POS,New York,7,1033,0
2153.99,POS,Seattle,21,1017,0
4364.92,Cheque,Los Angeles,8,1087,0
4211.25,ATM,Seattle,2,1062,0
938.65,Cheque,Seattle,21,1048,0
4015.19,BillPay,Atlanta,20,1055,0
2296.35,POS,Dallas,15,1090,0
2420.01,POS,Seattle,14,1057,0
676.07,ATM,New York,23,1026,0
412.2,POS,Boston,3,1054,0
3642.42,BillPay,Boston,19,1084,0
2487.34,BillPay,Houston,15,1018,0
2189.89,BillPay,Boston,9,1022,0
3650.25,Online,Houston,10,1046,1
3829.91,BillPay,Boston,4,1078,0
802.95,BillPay,Miami,10,1065,0
3055.02,Online,Houston,12,1098,1
685.42,Cheque,San Francisco,14,1050,0
3759.36,Transfer,Los Angeles,5,1083,1
3288.21,POS,Los Angeles,15,1027,0
4783.51,BillPay,Los Angeles,14,1056,0
354.1,POS,Dallas,10,1057,0
294.7,ATM,Atlanta,19,1014,0
1418.11,POS,Chicago,1,1015,0
1315.91,Cheque,Atlanta,1,1096,0
1242.42,Online,Houston,11,1046,0
4532.21,POS,Atlanta,15,1062,0
1255.24,POS,Boston,18,1011,0
1367.03,POS,Houston,1,1042,0
3799.4,Transfer,Atlanta,16,1083,1
2254.2,Transfer,Atlanta,13,1028,0
3885.79,ATM,Seattle,23,1048,1
336.18,Online,Miami,15,1002,0
2442.98,POS,Dallas,4,1068,0
177.73,POS,Houston,9,1059,0
322.64,POS,Chicago,16,1065,0
4533.12,POS,Los Angeles,12,1086,0
704.83,Transfer,New York,15,1089,0
2666.78,Cheque,San Francisco,8,1025,0
